0.000000 1.000000 
0.008403 0.991597 
0.016807 0.983193 
0.025210 0.974790 
0.033613 0.966387 
0.042017 0.957983 
0.050420 0.949580 
0.058824 0.941176 
0.067227 0.932773 
0.075630 0.924370 
0.084034 0.915966 
0.092437 0.907563 
0.100840 0.899160 
0.109244 0.890756 
0.117647 0.882353 
0.126050 0.873950 
0.134454 0.865546 
0.142857 0.857143 
0.151261 0.848739 
0.159664 0.840336 
0.168067 0.831933 
0.176471 0.823529 
0.184874 0.815126 
0.193277 0.806723 
0.201681 0.798319 
0.210084 0.789916 
0.218487 0.781513 
0.226891 0.773109 
0.235294 0.764706 
0.243697 0.756303 
0.252101 0.747899 
0.260504 0.739496 
0.268908 0.731092 
0.277311 0.722689 
0.285714 0.714286 
0.294118 0.705882 
0.302521 0.697479 
0.310924 0.689076 
0.319328 0.680672 
0.327731 0.672269 
0.336134 0.663866 
0.344538 0.655462 
0.352941 0.647059 
0.361345 0.638655 
0.369748 0.630252 
0.378151 0.621849 
0.386555 0.613445 
0.394958 0.605042 
0.403361 0.596639 
0.411765 0.588235 
0.420168 0.579832 
0.428571 0.571429 
0.436975 0.563025 
0.445378 0.554622 
0.453782 0.546218 
0.462185 0.537815 
0.470588 0.529412 
0.478992 0.521008 
0.487395 0.512605 
0.495798 0.504202 
0.504202 0.495798 
0.512605 0.487395 
0.521008 0.478992 
0.529412 0.470588 
0.537815 0.462185 
0.546218 0.453782 
0.554622 0.445378 
0.563025 0.436975 
0.571429 0.428571 
0.579832 0.420168 
0.588235 0.411765 
0.596639 0.403361 
0.605042 0.394958 
0.613445 0.386555 
0.621849 0.378151 
0.630252 0.369748 
0.638655 0.361345 
0.647059 0.352941 
0.655462 0.344538 
0.663866 0.336134 
0.672269 0.327731 
0.680672 0.319328 
0.689076 0.310924 
0.697479 0.302521 
0.705882 0.294118 
0.714286 0.285714 
0.722689 0.277311 
0.731092 0.268908 
0.739496 0.260504 
0.747899 0.252101 
0.756303 0.243697 
0.764706 0.235294 
0.773109 0.226891 
0.781513 0.218487 
0.789916 0.210084 
0.798319 0.201681 
0.806723 0.193277 
0.815126 0.184874 
0.823529 0.176471 
0.831933 0.168067 
0.840336 0.159664 
0.848739 0.151261 
0.857143 0.142857 
0.865546 0.134454 
0.873950 0.126050 
0.882353 0.117647 
0.890756 0.109244 
0.899160 0.100840 
0.907563 0.092437 
0.915966 0.084034 
0.924370 0.075630 
0.932773 0.067227 
0.941176 0.058824 
0.949580 0.050420 
0.957983 0.042017 
0.966387 0.033613 
0.974790 0.025210 
0.983193 0.016807 
0.991597 0.008403 
1.000000 0.000000 
